photo_id,photo_url,total_score,useful,useful_text
892,http://static.panoramio.com/photos/original/29842346.jpg,1,1,yes
893,http://static.panoramio.com/photos/original/24029245.jpg,-0.6,-1,no
894,http://static.panoramio.com/photos/original/36020016.jpg,0.2,0,maybe
895,http://static.panoramio.com/photos/original/49397653.jpg,-1,-1,no
896,http://static.panoramio.com/photos/original/68517990.jpg,1,1,yes
897,http://static.panoramio.com/photos/original/96112452.jpg,1,1,yes
898,http://static.panoramio.com/photos/original/84902006.jpg,-0.2,0,maybe
899,http://static.panoramio.com/photos/original/49425423.jpg,1,1,yes
900,http://static.panoramio.com/photos/original/6549498.jpg,0.2,0,maybe
901,http://static.panoramio.com/photos/original/27132416.jpg,0.2,0,maybe
902,http://static.panoramio.com/photos/original/59250602.jpg,0.2,0,maybe
903,http://static.panoramio.com/photos/original/86510409.jpg,-0.4,-1,no
904,http://static.panoramio.com/photos/original/99777431.jpg,0,0,maybe
905,http://static.panoramio.com/photos/original/25341297.jpg,1,1,yes
906,http://static.panoramio.com/photos/original/26410648.jpg,1,1,yes
907,http://static.panoramio.com/photos/original/27950574.jpg,0.8,1,yes
908,http://static.panoramio.com/photos/original/89655201.jpg,0.8,1,yes
909,http://static.panoramio.com/photos/original/7995659.jpg,0,0,maybe
910,http://static.panoramio.com/photos/original/54579762.jpg,0,0,maybe
911,http://static.panoramio.com/photos/original/65657011.jpg,0.8,1,yes
912,http://static.panoramio.com/photos/original/31976128.jpg,-0.8,-1,no
913,http://static.panoramio.com/photos/original/98441605.jpg,1,1,yes
914,http://static.panoramio.com/photos/original/30526210.jpg,1,1,yes
915,http://static.panoramio.com/photos/original/28457494.jpg,0.4,1,yes
916,http://static.panoramio.com/photos/original/58907813.jpg,-0.6,-1,no
917,http://static.panoramio.com/photos/original/86279945.jpg,1,1,yes
918,http://static.panoramio.com/photos/original/71491436.jpg,-0.6,-1,no
919,http://static.panoramio.com/photos/original/95067849.jpg,1,1,yes
920,http://static.panoramio.com/photos/original/18731192.jpg,1,1,yes
921,http://static.panoramio.com/photos/original/96275276.jpg,0.6,1,yes
922,http://static.panoramio.com/photos/original/37066210.jpg,1,1,yes
923,http://static.panoramio.com/photos/original/22275970.jpg,1,1,yes
924,http://static.panoramio.com/photos/original/109659285.jpg,0,0,maybe
925,http://static.panoramio.com/photos/original/48532479.jpg,-0.2,0,maybe
926,http://static.panoramio.com/photos/original/98642927.jpg,-1,-1,no
927,http://static.panoramio.com/photos/original/10347122.jpg,0.2,0,maybe
928,http://static.panoramio.com/photos/original/52671281.jpg,1,1,yes
929,http://static.panoramio.com/photos/original/37582451.jpg,1,1,yes
930,http://static.panoramio.com/photos/original/44686564.jpg,1,1,yes
931,http://static.panoramio.com/photos/original/23296603.jpg,0.6,1,yes
932,http://static.panoramio.com/photos/original/109159885.jpg,1,1,yes
933,http://static.panoramio.com/photos/original/21932862.jpg,1,1,yes
934,http://static.panoramio.com/photos/original/36050597.jpg,-1,-1,no
935,http://static.panoramio.com/photos/original/7844471.jpg,-0.2,0,maybe
936,http://static.panoramio.com/photos/original/61439517.jpg,-0.8,-1,no
937,http://static.panoramio.com/photos/original/32235632.jpg,1,1,yes
938,http://static.panoramio.com/photos/original/57471672.jpg,-0.4,-1,no
939,http://static.panoramio.com/photos/original/59936629.jpg,0,0,maybe
940,http://static.panoramio.com/photos/original/67800001.jpg,-0.8,-1,no
941,http://static.panoramio.com/photos/original/59820450.jpg,-0.4,-1,no
942,http://static.panoramio.com/photos/original/37190786.jpg,0.2,0,maybe
943,http://static.panoramio.com/photos/original/48670768.jpg,1,1,yes
944,http://static.panoramio.com/photos/original/25164771.jpg,1,1,yes
945,http://static.panoramio.com/photos/original/12202824.jpg,1,1,yes
946,http://static.panoramio.com/photos/original/84272451.jpg,0,0,maybe
947,http://static.panoramio.com/photos/original/59232819.jpg,0.8,1,yes
948,http://static.panoramio.com/photos/original/8199623.jpg,0.2,0,maybe
949,http://static.panoramio.com/photos/original/27499132.jpg,0,0,maybe
950,http://static.panoramio.com/photos/original/19845588.jpg,1,1,yes
951,http://static.panoramio.com/photos/original/78623409.jpg,-0.8,-1,no
952,http://static.panoramio.com/photos/original/62259175.jpg,1,1,yes
953,http://static.panoramio.com/photos/original/61812875.jpg,1,1,yes
954,http://static.panoramio.com/photos/original/53812900.jpg,1,1,yes
955,http://static.panoramio.com/photos/original/76052755.jpg,1,1,yes
956,http://static.panoramio.com/photos/original/2331403.jpg,0.8,1,yes
957,http://static.panoramio.com/photos/original/5089650.jpg,0,0,maybe
958,http://static.panoramio.com/photos/original/46385120.jpg,0.4,1,yes
959,http://static.panoramio.com/photos/original/15984469.jpg,1,1,yes
960,http://static.panoramio.com/photos/original/73936069.jpg,-0.2,0,maybe
961,http://static.panoramio.com/photos/original/3028449.jpg,-1,-1,no
962,http://static.panoramio.com/photos/original/19144225.jpg,0.4,1,yes
963,http://static.panoramio.com/photos/original/110381171.jpg,1,1,yes
964,http://static.panoramio.com/photos/original/103659567.jpg,0.4,1,yes
965,http://static.panoramio.com/photos/original/83590059.jpg,0.6,1,yes
966,http://static.panoramio.com/photos/original/18321918.jpg,1,1,yes
967,http://static.panoramio.com/photos/original/99619372.jpg,0.4,1,yes
968,http://static.panoramio.com/photos/original/75598107.jpg,0,0,maybe
969,http://static.panoramio.com/photos/original/29591266.jpg,0,0,maybe
970,http://static.panoramio.com/photos/original/12036.jpg,-0.8,-1,no
971,http://static.panoramio.com/photos/original/45139.jpg,0.8,1,yes
972,http://static.panoramio.com/photos/original/109811846.jpg,0.2,0,maybe
973,http://static.panoramio.com/photos/original/10558142.jpg,0,0,maybe
974,http://static.panoramio.com/photos/original/42809580.jpg,0.2,0,maybe
975,http://static.panoramio.com/photos/original/37508937.jpg,0,0,maybe
976,http://static.panoramio.com/photos/original/78517167.jpg,0.2,0,maybe
977,http://static.panoramio.com/photos/original/56185956.jpg,1,1,yes
978,http://static.panoramio.com/photos/original/16869634.jpg,1,1,yes
979,http://static.panoramio.com/photos/original/52184177.jpg,1,1,yes
980,http://static.panoramio.com/photos/original/43579116.jpg,1,1,yes
981,http://static.panoramio.com/photos/original/80760816.jpg,1,1,yes
982,http://static.panoramio.com/photos/original/13232923.jpg,1,1,yes
983,http://static.panoramio.com/photos/original/37025846.jpg,0,0,maybe
984,http://static.panoramio.com/photos/original/60023082.jpg,1,1,yes
985,http://static.panoramio.com/photos/original/1788252.jpg,1,1,yes
986,http://static.panoramio.com/photos/original/71977098.jpg,1,1,yes
987,http://static.panoramio.com/photos/original/102645216.jpg,1,1,yes
988,http://static.panoramio.com/photos/original/68082611.jpg,0.2,0,maybe
989,http://static.panoramio.com/photos/original/93123996.jpg,0.8,1,yes
990,http://static.panoramio.com/photos/original/21837388.jpg,1,1,yes
991,http://static.panoramio.com/photos/original/86301135.jpg,1,1,yes
992,http://static.panoramio.com/photos/original/58802104.jpg,1,1,yes
993,http://static.panoramio.com/photos/original/15199268.jpg,1,1,yes
994,http://static.panoramio.com/photos/original/5573496.jpg,1,1,yes
995,http://static.panoramio.com/photos/original/110197114.jpg,1,1,yes
996,http://static.panoramio.com/photos/original/100088158.jpg,1,1,yes
997,http://static.panoramio.com/photos/original/17338544.jpg,1,1,yes
998,http://static.panoramio.com/photos/original/83675413.jpg,1,1,yes
999,http://static.panoramio.com/photos/original/49398131.jpg,-1,-1,no
1000,http://static.panoramio.com/photos/original/27913256.jpg,1,1,yes
22910192054,https://farm1.static.flickr.com/593/22910192054_6ac7d0b92a.jpg,0.6,1,yes
23241805200,https://farm1.static.flickr.com/657/23241805200_050e3b8586.jpg,0.6,1,yes
23527505995,https://farm6.static.flickr.com/5760/23527505995_f4e602a068.jpg,-1,-1,no
23512115321,https://farm1.static.flickr.com/672/23512115321_089c2c6326.jpg,-1,-1,no
23231751110,https://farm6.static.flickr.com/5719/23231751110_1b0f8028df.jpg,-0.6,-1,no
21456282281,https://farm1.static.flickr.com/744/21456282281_581c0dba50.jpg,0.6,1,yes
23501412176,https://farm1.static.flickr.com/765/23501412176_8c15f36b2f.jpg,-1,-1,no
23231745770,https://farm1.static.flickr.com/707/23231745770_a16e7629f9.jpg,-0.6,-1,no
22900394643,https://farm6.static.flickr.com/5647/22900394643_1c8a5bd122.jpg,0.6,1,yes
21552468886,https://farm1.static.flickr.com/740/21552468886_8cd0fd8edb.jpg,0.2,0,maybe
23501404706,https://farm6.static.flickr.com/5682/23501404706_f8c5e8e948.jpg,0.6,1,yes
23231738400,https://farm6.static.flickr.com/5706/23231738400_ec288cde7f.jpg,0.6,1,yes
23527491615,https://farm6.static.flickr.com/5657/23527491615_82b30a6ee4.jpg,0.6,1,yes
23418995152,https://farm1.static.flickr.com/769/23418995152_c321c9f94a.jpg,0.6,1,yes
4983467710,https://farm5.static.flickr.com/4105/4983467710_ec2c23ddbd.jpg,0.6,1,yes
22440031835,https://farm6.static.flickr.com/5705/22440031835_2dfef76fde.jpg,0.2,0,maybe
23231730860,https://farm1.static.flickr.com/779/23231730860_f24e638086.jpg,0.6,1,yes
23527484285,https://farm6.static.flickr.com/5808/23527484285_b684b2983c.jpg,0.6,1,yes
23026255841,https://farm6.static.flickr.com/5834/23026255841_6b390ff037.jpg,-1,-1,no
23527478585,https://farm6.static.flickr.com/5697/23527478585_59cea6c729.jpg,0.6,1,yes
23445032001,https://farm6.static.flickr.com/5768/23445032001_abe196a9ea.jpg,0.6,1,yes
22899196544,https://farm1.static.flickr.com/726/22899196544_a29e11193d.jpg,0.6,1,yes
23527473055,https://farm6.static.flickr.com/5680/23527473055_27f49cb09e.jpg,0.6,1,yes
23418974672,https://farm6.static.flickr.com/5724/23418974672_d278a41ea4.jpg,0.6,1,yes
23418973402,https://farm1.static.flickr.com/621/23418973402_3d911abfb2.jpg,0.6,1,yes
21070402099,https://farm6.static.flickr.com/5703/21070402099_d7ef8435f1.jpg,1,1,yes
23527463405,https://farm6.static.flickr.com/5692/23527463405_9133372f3a.jpg,0.6,1,yes
23231705590,https://farm6.static.flickr.com/5634/23231705590_3a7801c3ac.jpg,1,1,yes
22899181214,https://farm1.static.flickr.com/696/22899181214_5017e03380.jpg,0.6,1,yes
21905146088,https://farm6.static.flickr.com/5632/21905146088_70fa357cdf.jpg,0.8,1,yes
21390427650,https://farm6.static.flickr.com/5649/21390427650_b3e9f4dfac.jpg,0,0,maybe
22238346503,https://farm6.static.flickr.com/5684/22238346503_1acba59270.jpg,-1,-1,no
22048281418,https://farm1.static.flickr.com/581/22048281418_7f0a789701.jpg,-0.6,-1,no
22912403653,https://farm1.static.flickr.com/751/22912403653_23d90b7da6.jpg,1,1,yes
21658129514,https://farm6.static.flickr.com/5792/21658129514_c186977be1.jpg,1,1,yes
20824389504,https://farm1.static.flickr.com/635/20824389504_28feb6fd3d.jpg,-0.6,-1,no
21420406010,https://farm6.static.flickr.com/5797/21420406010_c93e8df801.jpg,-1,-1,no
20826008024,https://farm1.static.flickr.com/601/20826008024_4581b70f07.jpg,0.8,1,yes
22448427146,https://farm1.static.flickr.com/691/22448427146_34b27caff6.jpg,1,1,yes
22070016721,https://farm6.static.flickr.com/5660/22070016721_162f79b572.jpg,-1,-1,no
21458778945,https://farm6.static.flickr.com/5808/21458778945_29f3d81f61.jpg,1,1,yes
21630617568,https://farm6.static.flickr.com/5783/21630617568_0e72f72377.jpg,0.8,1,yes
21023584562,https://farm1.static.flickr.com/572/21023584562_cba2416b70.jpg,-0.2,0,maybe
21175283799,https://farm6.static.flickr.com/5738/21175283799_cea1958127.jpg,1,1,yes
21938967789,https://farm6.static.flickr.com/5794/21938967789_5228c689e0.jpg,1,1,yes
23481206431,https://farm1.static.flickr.com/708/23481206431_72210e77f7.jpg,-0.8,-1,no
21425287683,https://farm1.static.flickr.com/569/21425287683_3a24dbe50f.jpg,-0.6,-1,no
20826442774,https://farm1.static.flickr.com/728/20826442774_54995e04df.jpg,-0.2,0,maybe
21445523614,https://farm6.static.flickr.com/5675/21445523614_ff0aa3bdaf.jpg,1,1,yes
22274921824,https://farm6.static.flickr.com/5711/22274921824_74c246f8a8.jpg,0.6,1,yes
22976694062,https://farm1.static.flickr.com/704/22976694062_4db4767248.jpg,-1,-1,no
23448409732,https://farm6.static.flickr.com/5735/23448409732_4fa025515e.jpg,-0.6,-1,no
20846816459,https://farm6.static.flickr.com/5778/20846816459_8965c38bde.jpg,1,1,yes
21197376963,https://farm6.static.flickr.com/5653/21197376963_bfe866a148.jpg,1,1,yes
20701105233,https://farm6.static.flickr.com/5704/20701105233_bc8b948798.jpg,0.6,1,yes
22347346689,https://farm1.static.flickr.com/713/22347346689_e645a6ebe7.jpg,-1,-1,no
22259042618,https://farm1.static.flickr.com/578/22259042618_46ffca56d2.jpg,-0.6,-1,no
22474206565,https://farm6.static.flickr.com/5834/22474206565_3ec0353d29.jpg,1,1,yes
22346433248,https://farm6.static.flickr.com/5765/22346433248_9cfbcab6ff.jpg,-1,-1,no
20836053874,https://farm6.static.flickr.com/5807/20836053874_fe2fed87d9.jpg,1,1,yes
21848355222,https://farm1.static.flickr.com/677/21848355222_9f14755ffc.jpg,0.6,1,yes
22866222983,https://farm1.static.flickr.com/580/22866222983_29dcd3e3f6.jpg,-1,-1,no
22896323233,https://farm1.static.flickr.com/584/22896323233_2e5512f884.jpg,-0.2,0,maybe
23308586900,https://farm1.static.flickr.com/647/23308586900_7421c5d5aa.jpg,1,1,yes
22615354412,https://farm6.static.flickr.com/5698/22615354412_3d7b85f9ce.jpg,0.6,1,yes
22454192960,https://farm1.static.flickr.com/740/22454192960_a56560a236.jpg,0.2,0,maybe
22701395042,https://farm6.static.flickr.com/5711/22701395042_c33035c015.jpg,-0.8,-1,no
23484240566,https://farm6.static.flickr.com/5711/23484240566_61e031d582.jpg,1,1,yes
21802899012,https://farm6.static.flickr.com/5773/21802899012_394f9853c4.jpg,-0.8,-1,no
22030564742,https://farm1.static.flickr.com/617/22030564742_19c52bcc2b.jpg,-1,-1,no
21875409592,https://farm1.static.flickr.com/595/21875409592_a306286293.jpg,-0.2,0,maybe
22139137190,https://farm6.static.flickr.com/5724/22139137190_21b9bf9714.jpg,-0.2,0,maybe
22118804926,https://farm1.static.flickr.com/565/22118804926_6580925fcf.jpg,-0.8,-1,no
22437730924,https://farm1.static.flickr.com/583/22437730924_c1202ce2dc.jpg,1,1,yes
21821647705,https://farm1.static.flickr.com/730/21821647705_8404eac63e.jpg,0.2,0,maybe
22440958010,https://farm1.static.flickr.com/652/22440958010_b070a3d58d.jpg,1,1,yes
23291880010,https://farm6.static.flickr.com/5693/23291880010_191cc0e17b.jpg,1,1,yes
21856629290,https://farm1.static.flickr.com/587/21856629290_a1e5f06993.jpg,-1,-1,no
21295971043,https://farm6.static.flickr.com/5807/21295971043_88f196c457.jpg,1,1,yes
21305138394,https://farm1.static.flickr.com/640/21305138394_1e09a11dbe.jpg,0.6,1,yes
23177377699,https://farm1.static.flickr.com/637/23177377699_d944951a9f.jpg,-0.6,-1,no
21547752499,https://farm1.static.flickr.com/781/21547752499_19048d6499.jpg,1,1,yes
21606587979,https://farm6.static.flickr.com/5808/21606587979_a2cfcd0514.jpg,0.2,0,maybe
22605041540,https://farm1.static.flickr.com/716/22605041540_2df9dc92d0.jpg,-0.6,-1,no
23031027581,https://farm6.static.flickr.com/5819/23031027581_9cb721b2cb.jpg,1,1,yes
22601553058,https://farm6.static.flickr.com/5783/22601553058_0bf77ac83d.jpg,1,1,yes
22602442196,https://farm6.static.flickr.com/5713/22602442196_b61480e173.jpg,1,1,yes
22871006785,https://farm6.static.flickr.com/5734/22871006785_186ed613e9.jpg,1,1,yes
22620172212,https://farm6.static.flickr.com/5744/22620172212_1421c358d3.jpg,0.6,1,yes
22653211911,https://farm1.static.flickr.com/688/22653211911_e7c6a0670f.jpg,0,0,maybe
21732078670,https://farm6.static.flickr.com/5712/21732078670_98d71363d3.jpg,1,1,yes
22752908027,https://farm1.static.flickr.com/690/22752908027_eb91e3e4ff.jpg,-1,-1,no
21142706743,https://farm1.static.flickr.com/630/21142706743_f0b5a0f9f6.jpg,0,0,maybe
17172051610,https://farm8.static.flickr.com/7661/17172051610_b3ddec420d.jpg,0,0,maybe
19014954854,https://farm1.static.flickr.com/399/19014954854_e05f9262a1.jpg,-1,-1,no
19329429361,https://farm1.static.flickr.com/341/19329429361_a8b458ee56.jpg,-1,-1,no
18592965668,https://farm1.static.flickr.com/374/18592965668_19605c3f8f.jpg,-0.2,0,maybe
22501121069,https://farm1.static.flickr.com/646/22501121069_47bcce7f18.jpg,0.8,1,yes
19808959379,https://farm4.static.flickr.com/3770/19808959379_a271eed04a.jpg,-0.6,-1,no
18102145433,https://farm1.static.flickr.com/313/18102145433_2c69affcbf.jpg,0.2,0,maybe
4017559592,https://farm3.static.flickr.com/2530/4017559592_91eccb8890.jpg,-1,-1,no
18049531462,https://farm6.static.flickr.com/5444/18049531462_6aca75f870.jpg,-1,-1,no
23393187016,https://farm1.static.flickr.com/667/23393187016_e29552845d.jpg,-1,-1,no
18841827511,https://farm6.static.flickr.com/5467/18841827511_4a516beb1b.jpg,-1,-1,no
23229169586,https://farm6.static.flickr.com/5755/23229169586_80bf95305a.jpg,-1,-1,no
22064269846,https://farm1.static.flickr.com/740/22064269846_c70bfd101b.jpg,-0.6,-1,no
19332566878,https://farm1.static.flickr.com/438/19332566878_ab023a23d2.jpg,-1,-1,no
23311043222,https://farm1.static.flickr.com/659/23311043222_a0735d9c74.jpg,-1,-1,no
17237593555,https://farm8.static.flickr.com/7584/17237593555_baf012051d.jpg,-1,-1,no
18788505222,https://farm1.static.flickr.com/283/18788505222_26d6ddd977.jpg,0.6,1,yes
21341512416,https://farm1.static.flickr.com/607/21341512416_6cfce4fd73.jpg,0.4,1,yes
19266893882,https://farm1.static.flickr.com/529/19266893882_3a5d810939.jpg,-1,-1,no
18518276039,https://farm1.static.flickr.com/458/18518276039_5f629323ae.jpg,0.8,1,yes
21361216866,https://farm6.static.flickr.com/5836/21361216866_4dce6015bd.jpg,1,1,yes
19356636820,https://farm1.static.flickr.com/537/19356636820_4f50c5c85b.jpg,-1,-1,no
17773238764,https://farm8.static.flickr.com/7778/17773238764_4483d0da10.jpg,0.4,1,yes
20596270614,https://farm1.static.flickr.com/713/20596270614_c38e772380.jpg,1,1,yes
17333668496,https://farm9.static.flickr.com/8818/17333668496_d3ddca20f8.jpg,-1,-1,no
18652987079,https://farm4.static.flickr.com/3811/18652987079_308da405d7.jpg,-1,-1,no
17359762924,https://farm6.static.flickr.com/5328/17359762924_670d5d698b.jpg,0,0,maybe
17499630060,https://farm9.static.flickr.com/8857/17499630060_2bce825987.jpg,-1,-1,no
19679009598,https://farm1.static.flickr.com/316/19679009598_84d8a294b7.jpg,1,1,yes
21226733641,https://farm1.static.flickr.com/622/21226733641_3dd4152ffc.jpg,1,1,yes
18607079428,https://farm1.static.flickr.com/561/18607079428_b5d5f13111.jpg,-1,-1,no
21192578536,https://farm6.static.flickr.com/5789/21192578536_c702274d60.jpg,1,1,yes
21115614899,https://farm1.static.flickr.com/642/21115614899_c3c3a75b4b.jpg,1,1,yes
20955394093,https://farm1.static.flickr.com/612/20955394093_c945b3848f.jpg,-0.2,0,maybe
18150876942,https://farm9.static.flickr.com/8897/18150876942_c0f203c8b4.jpg,-1,-1,no
16951685138,https://farm8.static.flickr.com/7713/16951685138_43f31e9c7f.jpg,-0.6,-1,no
19203865033,https://farm1.static.flickr.com/314/19203865033_e1c2eedeea.jpg,0.2,0,maybe
21828471441,https://farm1.static.flickr.com/761/21828471441_99bac46051.jpg,-1,-1,no
21751440925,https://farm6.static.flickr.com/5679/21751440925_a77565d2af.jpg,0.8,1,yes
18965165373,https://farm1.static.flickr.com/399/18965165373_729a968902.jpg,-1,-1,no
18590931524,https://farm1.static.flickr.com/282/18590931524_19e2ca66b3.jpg,-1,-1,no
17404444669,https://farm8.static.flickr.com/7732/17404444669_10de6d12cb.jpg,1,1,yes
20049470999,https://farm1.static.flickr.com/486/20049470999_3a41315416.jpg,-1,-1,no
19917337595,https://farm1.static.flickr.com/408/19917337595_372ab24e58.jpg,-1,-1,no
18945438295,https://farm1.static.flickr.com/395/18945438295_ca44a58240.jpg,1,1,yes
18144299639,https://farm1.static.flickr.com/403/18144299639_5d376874b1.jpg,-0.6,-1,no
22755370089,https://farm6.static.flickr.com/5673/22755370089_80c13c4283.jpg,-1,-1,no
18978992952,https://farm4.static.flickr.com/3696/18978992952_985a7cb75c.jpg,-1,-1,no
21140736686,https://farm6.static.flickr.com/5805/21140736686_ccb2a28c10.jpg,-1,-1,no
18054361246,https://farm6.static.flickr.com/5444/18054361246_4aecdc8847.jpg,1,1,yes
21823690773,https://farm6.static.flickr.com/5637/21823690773_2973a5705f.jpg,1,1,yes
21889902149,https://farm1.static.flickr.com/726/21889902149_a531e83fc8.jpg,-1,-1,no
18309084700,https://farm9.static.flickr.com/8883/18309084700_4f0f67d25c.jpg,1,1,yes
20082012198,https://farm1.static.flickr.com/347/20082012198_a8d360f08a.jpg,0.8,1,yes
21030871180,https://farm1.static.flickr.com/760/21030871180_2ae232df0f.jpg,1,1,yes
21244427181,https://farm6.static.flickr.com/5820/21244427181_c592a81ceb.jpg,0.8,1,yes
17297136819,https://farm9.static.flickr.com/8757/17297136819_4e40b6687d.jpg,1,1,yes
18045377225,https://farm6.static.flickr.com/5348/18045377225_b1020eb321.jpg,-1,-1,no
19475167031,https://farm1.static.flickr.com/259/19475167031_1c009d0b23.jpg,-1,-1,no
19099096394,https://farm1.static.flickr.com/394/19099096394_d5ed20e01c.jpg,-1,-1,no
20062520496,https://farm1.static.flickr.com/458/20062520496_3c8c1b3c37.jpg,-1,-1,no
18498656661,https://farm9.static.flickr.com/8849/18498656661_a8115ed9f6.jpg,1,1,yes
20629080764,https://farm6.static.flickr.com/5820/20629080764_3887e86a45.jpg,1,1,yes
21304862249,https://farm1.static.flickr.com/601/21304862249_5e79c236e7.jpg,-1,-1,no
19504677103,https://farm4.static.flickr.com/3751/19504677103_c5402319ba.jpg,-1,-1,no
17134839638,https://farm9.static.flickr.com/8796/17134839638_fdf7bba5c1.jpg,0.6,1,yes
19902092829,https://farm1.static.flickr.com/396/19902092829_c088740ef4.jpg,-1,-1,no
19319499572,https://farm1.static.flickr.com/408/19319499572_34b3119ceb.jpg,-1,-1,no
23062020399,https://farm1.static.flickr.com/644/23062020399_eeec7989ba.jpg,-1,-1,no
19449487498,https://farm1.static.flickr.com/402/19449487498_4228e726a9.jpg,-1,-1,no
23113907156,https://farm1.static.flickr.com/594/23113907156_7cfba58a7b.jpg,0,0,maybe
21388693078,https://farm1.static.flickr.com/744/21388693078_5b9042c274.jpg,-0.2,0,maybe
18651379548,https://farm6.static.flickr.com/5570/18651379548_fb91d25456.jpg,-1,-1,no
17028872448,https://farm9.static.flickr.com/8752/17028872448_c001ea95cf.jpg,1,1,yes
20977205820,https://farm6.static.flickr.com/5752/20977205820_1e6484b17b.jpg,1,1,yes
21881560030,https://farm6.static.flickr.com/5778/21881560030_eda78772ab.jpg,-1,-1,no
17934462902,https://farm8.static.flickr.com/7680/17934462902_6d2a0a7f48.jpg,-1,-1,no
17794540848,https://farm8.static.flickr.com/7746/17794540848_2ccefda5e5.jpg,0.8,1,yes
17151258987,https://farm8.static.flickr.com/7790/17151258987_946f189b1f.jpg,-1,-1,no
22117627755,https://farm6.static.flickr.com/5677/22117627755_5f13e3164a.jpg,1,1,yes
17124254342,https://farm8.static.flickr.com/7648/17124254342_27c08e1a88.jpg,-1,-1,no
22631275372,https://farm6.static.flickr.com/5818/22631275372_325d8d46f9.jpg,1,1,yes
18079123749,https://farm9.static.flickr.com/8762/18079123749_e74bc967d7.jpg,-1,-1,no
18598045225,https://farm9.static.flickr.com/8872/18598045225_1032bab1ca.jpg,-1,-1,no
19406357695,https://farm1.static.flickr.com/485/19406357695_9d761af38f.jpg,-1,-1,no
17077749999,https://farm9.static.flickr.com/8778/17077749999_3ddf6621e0.jpg,-1,-1,no
18850213833,https://farm1.static.flickr.com/393/18850213833_2b5e733560.jpg,-1,-1,no
18021855550,https://farm8.static.flickr.com/7796/18021855550_bdd4814891.jpg,0.2,0,maybe
17172518139,https://farm9.static.flickr.com/8713/17172518139_172801b750.jpg,-1,-1,no
20746646873,https://farm6.static.flickr.com/5654/20746646873_5ba3f58f18.jpg,1,1,yes
16464469744,https://farm9.static.flickr.com/8734/16464469744_ca577fdfe3.jpg,1,1,yes
18898011514,https://farm1.static.flickr.com/299/18898011514_be38ffd510.jpg,-1,-1,no
16994247730,https://farm8.static.flickr.com/7626/16994247730_75fb9eea74.jpg,-1,-1,no
17911142166,https://farm6.static.flickr.com/5466/17911142166_4e0f5f2759.jpg,-1,-1,no
17359270951,https://farm8.static.flickr.com/7753/17359270951_0d78b98a9b.jpg,0,0,maybe
17691793661,https://farm8.static.flickr.com/7732/17691793661_b1fae0a199.jpg,-0.6,-1,no
22510529782,https://farm1.static.flickr.com/680/22510529782_a86d3b51af.jpg,-1,-1,no
20167781590,https://farm1.static.flickr.com/451/20167781590_c870e510b7.jpg,0.2,0,maybe
20455914445,https://farm4.static.flickr.com/3672/20455914445_81d9d76b0f.jpg,1,1,yes
21883923734,https://farm1.static.flickr.com/641/21883923734_ff778bfd68.jpg,1,1,yes
19352928236,https://farm1.static.flickr.com/270/19352928236_a1c76fd449.jpg,-0.2,0,maybe
20604319074,https://farm6.static.flickr.com/5703/20604319074_202ac5c49d.jpg,-0.6,-1,no
19001508049,https://farm4.static.flickr.com/3796/19001508049_c0b9b87c88.jpg,-1,-1,no
22173785044,https://farm6.static.flickr.com/5823/22173785044_ddbe94fc29.jpg,-1,-1,no
21411702370,https://farm6.static.flickr.com/5825/21411702370_2a955ef8f3.jpg,1,1,yes
17724229148,https://farm6.static.flickr.com/5449/17724229148_7e5befb4a4.jpg,1,1,yes
19441319973,https://farm1.static.flickr.com/281/19441319973_6783f0cc7e.jpg,-1,-1,no
16953780570,https://farm8.static.flickr.com/7653/16953780570_89c59070e6.jpg,-1,-1,no
20305681219,https://farm6.static.flickr.com/5621/20305681219_b8ca349a42.jpg,0.8,1,yes
18389185489,https://farm9.static.flickr.com/8885/18389185489_015dda8ac4.jpg,-1,-1,no
20336226516,https://farm1.static.flickr.com/361/20336226516_3ca5effec2.jpg,1,1,yes
21182783734,https://farm1.static.flickr.com/737/21182783734_cacb3542a7.jpg,-1,-1,no
17564368559,https://farm8.static.flickr.com/7724/17564368559_e5da7cde4f.jpg,0.4,1,yes
16736198114,https://farm9.static.flickr.com/8799/16736198114_ccb9c28821.jpg,-1,-1,no
19098235016,https://farm1.static.flickr.com/498/19098235016_31d35eec40.jpg,-1,-1,no
20977386048,https://farm1.static.flickr.com/640/20977386048_a8d1a6a8cf.jpg,0.8,1,yes
20449728582,https://farm1.static.flickr.com/394/20449728582_805b6eafe7.jpg,0.6,1,yes
20953780574,https://farm6.static.flickr.com/5746/20953780574_c88180a8da.jpg,0.2,0,maybe
17687155535,https://farm6.static.flickr.com/5446/17687155535_992f553a48.jpg,-1,-1,no
22792579275,https://farm6.static.flickr.com/5749/22792579275_fe9dd9f013.jpg,0,0,maybe
20605906513,https://farm1.static.flickr.com/769/20605906513_67747765d5.jpg,1,1,yes
16957185417,https://farm8.static.flickr.com/7704/16957185417_cf4c78b030.jpg,0.2,0,maybe
18096408735,https://farm8.static.flickr.com/7708/18096408735_2021af1238.jpg,0.6,1,yes
17329550465,https://farm9.static.flickr.com/8750/17329550465_7368a116fe.jpg,-1,-1,no
21915193775,https://farm1.static.flickr.com/647/21915193775_62a882b30b.jpg,0.6,1,yes
19149713991,https://farm1.static.flickr.com/537/19149713991_3e38660cf7.jpg,1,1,yes
